UDI,Product_ID,Type,Air_temperature__K_,Process_temperature__K_,Rotational_speed__rpm_,Torque__Nm_,Tool_wear__min_,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature__K__rollmean_5,Air_temperature__K__rollstd_5,Air_temperature__K__rollvar_5,Air_temperature__K__rollmean_10,Air_temperature__K__rollstd_10,Air_temperature__K__rollvar_10,Process_temperature__K__rollmean_5,Process_temperature__K__rollstd_5,Process_temperature__K__rollvar_5,Process_temperature__K__rollmean_10,Process_temperature__K__rollstd_10,Process_temperature__K__rollvar_10,Rotational_speed__rpm__rollmean_5,Rotational_speed__rpm__rollstd_5,Rotational_speed__rpm__rollvar_5,Rotational_speed__rpm__rollmean_10,Rotational_speed__rpm__rollstd_10,Rotational_speed__rpm__rollvar_10,Torque__Nm__rollmean_5,Torque__Nm__rollstd_5,Torque__Nm__rollvar_5,Torque__Nm__rollmean_10,Torque__Nm__rollstd_10,Torque__Nm__rollvar_10,Tool_wear__min__rollmean_5,Tool_wear__min__rollstd_5,Tool_wear__min__rollvar_5,Tool_wear__min__rollmean_10,Tool_wear__min__rollstd_10,Tool_wear__min__rollvar_10,Air_temperature__K__rollmin_5,Air_temperature__K__rollmax_5,Air_temperature__K__rollmin_10,Air_temperature__K__rollmax_10,Process_temperature__K__rollmin_5,Process_temperature__K__rollmax_5,Process_temperature__K__rollmin_10,Process_temperature__K__rollmax_10,Rotational_speed__rpm__rollmin_5,Rotational_speed__rpm__rollmax_5,Rotational_speed__rpm__rollmin_10,Rotational_speed__rpm__rollmax_10,Torque__Nm__rollmin_5,Torque__Nm__rollmax_5,Torque__Nm__rollmin_10,Torque__Nm__rollmax_10,Tool_wear__min__rollmin_5,Tool_wear__min__rollmax_5,Tool_wear__min__rollmin_10,Tool_wear__min__rollmax_10
11,H29424,H,298.41809508174083,308.83210473505903,1799.4356664787033,23.42716312474755,19.79272413668274,0,0,0,0,0,0,298.28000000000003,0.1788854381999675,0.0319999999999943,298.22,0.1398411797560165,0.0195555555555545,308.76,0.181659021245925,0.0330000000000274,308.69,0.1523883926755097,0.0232222222222253,1655.0,111.2002697838454,12365.500000000002,1544.7,140.10000396542162,19628.01111111115,32.62,8.16468003047273,66.66200000000018,38.02,8.377721779948432,70.18622222222233,18.6,3.974921382870358,15.799999999999995,12.8,6.988880056521535,48.84444444444445,298.1,298.5,298.1,298.5,308.6,309.0,308.5,309.0,1527.0,1782.0,1408.0,1782.0,23.9,42.4,23.9,49.4,14.0,24.0,3.0,24.0
12,H29425,H,299.0742153714733,309.35755043545663,1382.2765603442829,44.78239708655972,34.774221234657674,0,0,0,0,0,0,298.38,0.1923538406167448,0.037000000000012,298.26,0.1837873166945515,0.0337777777777833,308.86,0.2073644135334064,0.0430000000000535,308.73,0.2002775851440285,0.0401111111111236,1628.0,150.1932089010685,22558.0,1546.2,138.5454598478221,19194.844444444483,33.0,8.756426211645945,76.67500000000015,37.82,8.179622376505062,66.90622222222233,21.6,5.128352561983233,26.29999999999999,15.4,7.734482673212361,59.82222222222223,298.1,298.6,298.1,298.6,308.6,309.1,308.5,309.1,1423.0,1782.0,1408.0,1782.0,23.9,44.3,23.9,49.4,16.0,29.0,5.0,29.0
13,M14872,M,298.8148101937152,309.38635445123793,1421.7912064581685,49.84878639458883,37.35140408734938,0,0,0,0,0,0,298.48,0.1303840481041712,0.0170000000000308,298.31,0.2024845673132014,0.0410000000000144,308.96,0.1673320053070799,0.0280000000000886,308.79,0.2131770260709857,0.0454444444444697,1590.4,197.78978740066435,39120.8,1530.3,153.0555817705161,23426.011111111147,35.17999999999999,11.818502443203204,139.67700000000008,37.99,8.459898869897264,71.56988888888901,25.2,6.379655163094632,40.69999999999999,18.3,8.769264507357503,76.90000000000002,298.3,298.6,298.1,298.6,308.7,309.1,308.6,309.1,1339.0,1782.0,1339.0,1782.0,23.9,51.1,23.9,51.1,18.0,34.0,7.0,34.0
14,M14873,M,298.6380558283104,309.7927166442372,1716.8382067512093,31.87183006643981,26.777837977611696,0,0,0,0,0,0,298.54,0.0894427191001983,0.0080000000000369,298.35,0.2173067468401398,0.0472222222222446,309.06,0.1140175425104202,0.0130000000001154,308.85,0.2368778400592765,0.0561111111111481,1605.4,207.64946424202492,43118.3,1561.2,162.15068437858804,26292.84444444448,35.46,11.638857332229833,135.46300000000008,37.04,8.798131114680618,77.40711111111123,29.0,6.670832032063166,44.49999999999999,21.3,9.569047322835576,91.56666666666668,298.4,298.6,298.1,298.6,308.9,309.2,308.6,309.2,1339.0,1782.0,1339.0,1782.0,23.9,51.1,23.9,51.1,21.0,37.0,9.0,37.0
15,L47194,L,298.3792300667443,308.96994540502703,1999.3686593506345,18.970750347200187,47.5350803236708,0,0,0,0,0,0,298.56000000000006,0.0894427191002126,0.0080000000000395,298.39,0.2233582075700818,0.0498888888889197,309.1,0.1224744871396683,0.0150000000001247,308.9,0.2538591035288872,0.0644444444444902,1664.2,283.4408227478886,80338.70000000001,1623.9,210.3803169922933,44259.877777777816,33.78,13.450167285205048,180.90700000000007,35.0,10.276402310363514,105.60444444444455,32.8,6.379655163094632,40.69999999999999,24.4,10.145606602531627,102.93333333333337,298.4,298.6,298.1,298.6,308.9,309.2,308.6,309.2,1339.0,2035.0,1339.0,2035.0,19.6,51.1,19.6,51.1,24.0,40.0,11.0,40.0
16,L47195,L,297.9974746999365,308.94534793466926,1521.0940034578516,46.795523503597146,62.76856476755913,0,0,0,0,0,0,298.6,0.0,0.0,298.44,0.2065591117978258,0.0426666666667067,309.16,0.0547722557517667,0.0030000000001369,308.96,0.2458545188612628,0.060444444444503,1616.2,278.78791222002434,77722.70000000001,1635.6,201.1401943366313,40457.37777777782,38.67999999999999,13.413687039736686,179.92699999999994,35.65,10.94514098178325,119.7961111111112,36.4,5.128352561983234,26.3,27.5,10.33064481154116,106.72222222222229,298.6,298.6,298.1,298.6,309.1,309.2,308.6,309.2,1339.0,2035.0,1339.0,2035.0,19.6,51.1,19.6,51.1,29.0,42.0,14.0,42.0
17,M14876,M,298.10121532501995,309.6252002245105,1285.2210787535428,47.58151419083354,35.87381338649675,0,0,0,0,0,0,298.6,0.0,0.0,298.49,0.1728840330653417,0.0298888888889381,309.17999999999995,0.0447213595515829,0.0020000000001419,309.02,0.2201009869230887,0.0484444444445176,1593.8,301.7460853101495,91050.7,1610.9,225.4277169195385,50817.6555555556,39.14,13.691165034430048,187.44799999999992,36.07,11.30752453506563,127.8601111111112,39.4,3.9749213828703582,15.800000000000002,30.5,10.33064481154116,106.7222222222223,298.6,298.6,298.1,298.6,309.1,309.2,308.6,309.2,1311.0,2035.0,1311.0,2035.0,19.6,51.1,19.6,51.1,34.0,44.0,16.0,44.0
18,M14877,M,298.2584992027431,308.7992406594378,1452.9699927684883,46.44786128854369,55.22741032601672,0,0,0,0,0,0,298.62,0.0447213595505154,0.0020000000000464,298.55000000000007,0.1178511301979952,0.0138888888889448,309.2,0.0,0.0,309.08000000000004,0.1686548085425958,0.0284444444445396,1608.0,288.12063445716626,83013.50000000001,1599.2,233.16937096358865,54367.95555555561,38.040000000000006,12.67312116252346,160.60799999999998,36.61,11.650412486736734,135.7321111111112,42.0,3.8078865529319543,14.500000000000004,33.6,10.145606602531632,102.93333333333344,298.6,298.7,298.3,298.7,309.2,309.2,308.7,309.2,1311.0,2035.0,1311.0,2035.0,19.6,48.4,19.6,51.1,37.0,47.0,18.0,47.0
19,H29432,H,299.033228520619,309.1465805261362,1277.4351567162612,55.102724265035455,39.08311245974375,0,0,0,0,0,0,298.66,0.0894427191002801,0.0080000000000516,298.6,0.1054092553392399,0.011111111111173,309.2,0.0,0.0,309.13,0.1059349905476743,0.0112222222223358,1520.8,303.0193063156208,91820.7,1563.1,248.9196434371722,61960.98888888894,42.94,13.496962621271493,182.1679999999998,39.2,12.51843085658547,156.7111111111112,44.6,3.9749213828703582,15.800000000000002,36.8,9.715966241192904,94.40000000000016,298.6,298.8,298.4,298.8,309.2,309.2,308.9,309.2,1306.0,2035.0,1306.0,2035.0,19.6,54.5,19.6,54.5,40.0,50.0,21.0,50.0
20,M14879,M,298.9461539878341,309.09205191773196,1626.6458547749314,35.31186714944948,47.653480112982045,0,0,0,0,0,0,298.72,0.1303840481042641,0.017000000000055,298.64,0.1349897115423419,0.0182222222222846,309.22,0.0447213595517386,0.0020000000001558,309.16,0.1074967699778926,0.0115555555556799,1440.2,143.84436033435583,20691.2,1552.2,242.56948603555972,58839.955555555614,45.52,8.056488068631378,64.90699999999975,39.65,12.14644438142748,147.53611111111118,47.6,5.128352561983234,26.3,40.2,9.51957048517539,90.6222222222224,298.6,298.9,298.4,298.9,309.2,309.3,308.9,309.3,1306.0,1632.0,1306.0,2035.0,32.5,54.5,19.6,54.5,42.0,55.0,24.0,55.0
21,H29434,H,298.84937479493726,309.4332394308035,1410.081398958952,44.3409220429759,62.29486902220739,0,0,0,0,0,0,298.78000000000003,0.1303840481042854,0.0170000000000606,298.69,0.1286683937710401,0.0165555555556194,309.24,0.0547722557520151,0.0030000000001641,309.2,0.066666666667678,0.0044444444445792,1406.8,133.2992873199253,17768.7,1511.5,233.71076616669225,54620.722222222284,44.38,7.949654080524497,63.19699999999978,41.53,10.82035633013586,117.08011111111117,50.8,5.718391382198319,32.7,43.6,9.15544768005489,83.82222222222245,298.6,298.9,298.6,298.9,309.2,309.3,309.1,309.3,1306.0,1632.0,1306.0,2035.0,32.5,54.5,19.6,54.5,44.0,58.0,29.0,58.0
22,L47201,L,298.8423791220736,309.3330535953227,1448.3221290513186,47.0058740009025,49.999550477487,0,0,0,0,0,0,298.82000000000005,0.0836660026538058,0.0070000000000666,298.71,0.1286683937710541,0.016555555555623,309.26000000000005,0.0547722557520955,0.0030000000001729,309.22,0.0632455532044769,0.0040000000001403,1434.6,122.37156532462924,14974.800000000005,1514.2,232.72864504014603,54162.622222222286,44.02,7.864286363046541,61.84699999999979,41.58,10.835722813402386,117.41288888888892,54.6,6.348228099241552,40.3,47.0,9.439868172337546,89.11111111111138,298.7,298.9,298.6,298.9,309.2,309.3,309.1,309.3,1306.0,1632.0,1306.0,2035.0,32.5,54.5,19.6,54.5,47.0,63.0,34.0,63.0
23,M14882,M,298.49419458538625,309.24072079253114,1601.546763164235,30.66779323503393,75.12221849609524,0,0,0,0,0,0,298.86,0.0547722557511797,0.0030000000000726,298.74,0.134989711542383,0.0182222222222957,309.28000000000003,0.0447213595520341,0.0020000000001823,309.23999999999995,0.0516397779508376,0.0026666666668118,1468.8,136.81995468498008,18719.700000000004,1538.4,224.9381149462128,50597.155555555626,41.04,9.719979423846528,94.47799999999988,39.540000000000006,10.764365079072505,115.87155555555562,58.2,6.058052492344383,36.7,50.1,9.780365819106969,95.65555555555588,298.8,298.9,298.6,298.9,309.2,309.3,309.2,309.3,1306.0,1632.0,1306.0,2035.0,30.7,54.5,19.6,54.5,50.0,65.0,37.0,65.0
24,L47203,L,298.9020119458065,309.2179590858787,1749.5845423867052,25.598283398733184,84.06502219290616,0,0,0,0,0,0,298.9,0.0707106781192341,0.0050000000000819,298.78000000000003,0.1475729574748138,0.0217777777778632,309.32,0.0447213595522597,0.0020000000002024,309.26,0.0699205898790666,0.0048888888890366,1559.2,150.95595384084726,22787.700000000004,1540.0,226.59802882343604,51346.66666666674,35.28,8.157327993896045,66.54200000000009,39.11,11.262173660335542,126.83655555555563,61.8,5.263078946776306,27.7,53.2,10.07527225990005,101.51111111111148,298.8,299.0,298.6,299.0,309.3,309.4,309.2,309.4,1375.0,1758.0,1306.0,2035.0,25.7,44.8,19.6,54.5,55.0,68.0,40.0,68.0
25,M14884,M,299.448208196765,308.96291395605596,1608.0764741960847,39.71336609610748,44.22066323342024,0,0,0,0,0,0,298.92,0.0836660026539128,0.0070000000000845,298.82,0.1475729574748583,0.0217777777778763,309.34000000000003,0.0547722557524698,0.0030000000002139,309.28000000000003,0.078881063775613,0.0062222222223723,1545.0,145.64168359367454,21211.500000000007,1492.6,147.2218280917158,21674.26666666672,36.24,8.029819425117855,64.47800000000004,40.88,9.023647944275211,81.4262222222223,64.8,4.658325879540847,21.700000000000006,56.2,10.174041041351831,103.5111111111115,298.8,299.0,298.6,299.0,309.3,309.4,309.2,309.4,1375.0,1758.0,1306.0,1758.0,25.7,44.8,25.7,54.5,58.0,70.0,42.0,70.0
26,L47205,L,298.99572910106207,309.31247350232115,1849.8539742720418,23.99703224562969,70.50398041680391,0,0,0,0,0,0,298.93999999999994,0.0894427191004755,0.0080000000000865,298.86,0.1349897115425169,0.0182222222223319,309.38,0.0836660026548347,0.0070000000002388,309.31,0.0994428926019631,0.0098888888890455,1642.2,164.74434739923552,27140.700000000004,1524.5,188.02201407754845,35352.27777777783,32.36,8.779977220927181,77.08800000000018,38.37,10.123355833582728,102.48233333333349,67.8,3.962322551231792,15.700000000000015,59.3,10.08904796741939,101.78888888888932,298.8,299.0,298.6,299.0,309.3,309.5,309.2,309.5,1450.0,1861.0,1306.0,1861.0,23.3,44.8,23.3,54.5,63.0,73.0,44.0,73.0
27,L47206,L,298.72486560435027,309.42825270248255,1528.9552416330805,38.30907159865056,62.0801625750597,0,0,0,0,0,0,299.0,0.0707106781193517,0.0050000000000985,298.91,0.1197218999742952,0.0143333333334551,309.42,0.0836660026549858,0.0070000000002641,309.34000000000003,0.1074967699780809,0.0115555555557204,1654.6,148.15971112282853,21951.3,1544.6,172.78901714068664,29856.0444444445,31.2,6.909413868049897,47.74000000000024,37.61,9.713844644515266,94.35877777777792,70.2,3.962322551231792,15.700000000000015,62.4,9.61711437432712,92.48888888888932,298.9,299.1,298.7,299.1,309.3,309.5,309.2,309.5,1512.0,1861.0,1306.0,1861.0,23.3,39.0,23.3,54.5,65.0,75.0,47.0,75.0
28,H29441,H,298.9217554544099,309.1244372608955,1799.1158729158938,25.05291241406317,43.589060009578375,0,0,0,0,0,0,299.04,0.0547722557514632,0.0030000000001036,298.95,0.1080123449740662,0.0116666666667966,309.43999999999994,0.0547722557530626,0.0030000000002789,309.36,0.0966091783088141,0.0093333333335042,1700.6,155.13639160429122,24067.3,1584.7,184.23297448852352,33941.78888888896,29.98,7.530405035587413,56.70700000000027,35.51,10.058434824122056,101.1721111111113,72.6,3.6469165057620967,13.30000000000002,65.4,8.934328302800532,79.82222222222263,299.0,299.1,298.8,299.1,309.4,309.5,309.2,309.5,1512.0,1861.0,1306.0,1861.0,23.3,39.0,23.3,54.5,68.0,77.0,50.0,77.0
29,L47208,L,298.8595053015016,309.52708271740045,1477.6184623204467,42.913947318668875,58.64739435435893,0,0,0,0,0,0,299.06000000000006,0.0547722557514866,0.0030000000001062,298.98,0.103279555899524,0.0106666666668029,309.44,0.0547722557530626,0.0030000000002789,309.38,0.0788810637757825,0.006222222222399,1636.8,187.78764602603653,35264.2,1598.0,165.75148734040255,27473.555555555628,33.68,9.250243240045103,85.56700000000015,34.480000000000004,8.265295585223274,68.31511111111134,75.4,4.505552130427526,20.30000000000002,68.6,8.52708104283708,72.7111111111115,299.0,299.1,298.8,299.1,309.4,309.5,309.3,309.5,1439.0,1861.0,1375.0,1861.0,23.3,44.2,23.3,44.8,70.0,82.0,55.0,82.0
30,L47209,L,299.220714272505,309.25504270312854,1731.856655083796,33.18056902160901,88.58448381000466,0,0,0,0,0,0,299.06000000000006,0.0547722557514866,0.0030000000001062,298.99,0.0994428926018697,0.009888888889027,309.43999999999994,0.0547722557530626,0.0030000000002789,309.39,0.0737864787384804,0.0054444444446242,1663.2,183.70138812758057,33746.2,1604.1,168.24548863028843,28306.54444444452,32.239999999999995,9.105108456245878,82.9030000000002,34.239999999999995,8.363438952435258,69.94711111111135,78.2,4.658325879540847,21.700000000000003,71.5,8.316649966583121,69.16666666666703,299.0,299.1,298.8,299.1,309.4,309.5,309.3,309.5,1439.0,1861.0,1375.0,1861.0,23.3,44.2,23.3,44.8,73.0,84.0,58.0,84.0
31,M14890,M,298.58207408942116,309.33104685814493,1366.6297544426516,45.97374260454143,95.9834967434299,0,0,0,0,0,0,299.08000000000004,0.0447213595512184,0.0020000000001093,299.01,0.0994428926018938,0.0098888888890318,309.43999999999994,0.0547722557530626,0.0030000000002789,309.41,0.0737864787385211,0.0054444444446302,1558.8,191.3562123370966,36617.2,1600.5,173.97972423372937,30268.94444444452,37.220000000000006,9.777627524098062,95.602,34.79,9.127546828754774,83.31211111111134,80.8,4.658325879540847,21.700000000000003,74.3,7.97287066662109,63.56666666666703,299.0,299.1,298.8,299.1,309.4,309.5,309.3,309.5,1339.0,1811.0,1339.0,1861.0,24.6,48.2,23.3,48.2,75.0,86.0,63.0,86.0
32,L47211,L,297.97378638489664,308.4680442582175,1814.7767301276292,25.365898098516336,104.38415731819502,0,0,0,0,0,0,299.06,0.0547722557514866,0.0030000000001062,299.03000000000003,0.0674948557721591,0.0045555555557045,309.42,0.0447213595529477,0.002000000000264,309.42,0.063245553204866,0.0040000000001895,1616.0,215.13716554793595,46284.0,1635.3,175.3301964231429,30740.677777777877,34.52,10.95613983116317,120.03700000000016,32.86,8.810751008474455,77.6293333333336,83.6,4.505552130427526,20.30000000000002,76.9,8.116512661098863,65.87777777777814,299.0,299.1,298.9,299.1,309.4,309.5,309.3,309.5,1339.0,1811.0,1339.0,1861.0,24.6,48.2,23.3,48.2,77.0,89.0,65.0,89.0
33,L47212,L,299.8419735446693,309.52583683687624,1330.3231750434566,49.0369670762194,97.53371417283327,0,0,0,0,0,0,299.04,0.0547722557514632,0.0030000000001036,299.04,0.0516397779508961,0.0026666666668178,309.42,0.0447213595529477,0.002000000000264,309.43,0.0483045891559663,0.0023333333335267,1537.6,196.96903309911437,38796.8,1619.1,187.93583420353303,35319.87777777786,39.260000000000005,10.715549449281632,114.82299999999988,34.62,10.007863574876186,100.15733333333355,86.4,3.6469165057620967,13.300000000000022,79.5,8.045012257431468,64.72222222222257,299.0,299.1,299.0,299.1,309.4,309.5,309.4,309.5,1339.0,1798.0,1339.0,1861.0,25.5,48.3,23.3,48.3,82.0,91.0,68.0,91.0
34,L47213,L,299.1408280984806,309.68896721601595,1611.4903244591671,31.561982016828964,83.8219379797596,0,0,0,0,0,0,299.0,0.0707106781193803,0.0050000000001026,299.03000000000003,0.0674948557721482,0.004555555555703,309.4,0.0707106781204072,0.0050000000002478,309.42,0.063245553204866,0.0040000000001895,1582.8,194.60267212964987,37870.2,1609.8,182.52171864678968,33314.177777777855,36.92,10.644341219634024,113.30199999999996,35.3,9.555219632338256,91.30222222222244,88.6,3.6469165057620967,13.300000000000022,82.0,7.958224257542237,63.33333333333368,298.9,299.1,298.9,299.1,309.3,309.5,309.3,309.5,1339.0,1798.0,1339.0,1861.0,25.5,48.3,23.3,48.3,84.0,93.0,70.0,93.0
