Timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type
2025-01-03 15:00:00,27.14,46.1,78.65,Evening,Weekday
2025-01-03 16:00:00,25.62,40.37,85.99,Evening,Weekday
2025-01-03 17:00:00,30.85,75.77,61.34,Evening,Weekday
2025-01-03 18:00:00,22.82,77.68,54.67,Evening,Weekday
2025-01-03 19:00:00,36.04,82.65,71.98,Evening,Weekday
2025-01-03 20:00:00,21.49,65.25,60.79,Evening,Weekday
2025-01-03 21:00:00,39.74,92.58,69.73,Evening,Weekday
2025-01-03 22:00:00,35.44,95.54,61.0,Night,Weekday
2025-01-03 23:00:00,23.97,86.52,47.65,Night,Weekday
2025-01-04 00:00:00,20.11,74.49,63.47,Night,Weekend
2025-01-04 01:00:00,36.31,51.26,74.55,Night,Weekend
2025-01-04 02:00:00,34.14,98.81,79.96,Night,Weekend
2025-01-04 03:00:00,34.58,49.19,64.67,Night,Weekend
2025-01-04 04:00:00,35.43,44.19,48.26,Night,Weekend
2025-01-04 05:00:00,21.48,60.95,60.73,Night,Weekend
2025-01-04 06:00:00,27.17,33.98,79.31,Morning,Weekend
2025-01-04 07:00:00,22.32,98.49,60.64,Morning,Weekend
2025-01-04 08:00:00,37.26,71.19,74.83,Morning,Weekend
2025-01-04 09:00:00,32.47,68.99,65.36,Morning,Weekend
2025-01-04 10:00:00,26.62,75.91,52.06,Morning,Weekend
2025-01-04 11:00:00,21.27,64.79,79.81,Morning,Weekend
2025-01-04 12:00:00,26.22,32.24,44.21,Morning,Weekend
2025-01-04 13:00:00,26.5,72.86,66.24,Morning,Weekend
2025-01-04 14:00:00,34.59,80.13,50.44,Evening,Weekend
2025-01-04 15:00:00,32.75,59.17,43.35,Evening,Weekend
2025-01-04 16:00:00,37.74,83.01,65.15,Evening,Weekend
2025-01-04 17:00:00,29.44,45.89,64.98,Evening,Weekend
2025-01-04 18:00:00,22.39,45.49,75.35,Evening,Weekend
2025-01-04 19:00:00,34.26,41.3,77.24,Evening,Weekend
2025-01-04 20:00:00,35.22,56.04,76.39,Evening,Weekend
2025-01-04 21:00:00,31.23,89.29,60.48,Evening,Weekend
2025-01-04 22:00:00,35.42,87.95,71.58,Night,Weekend
2025-01-04 23:00:00,29.88,56.8,68.85,Night,Weekend
2025-01-05 00:00:00,30.45,71.24,61.08,Night,Weekend
2025-01-05 01:00:00,28.55,80.46,69.86,Night,Weekend
2025-01-05 02:00:00,20.51,46.88,87.36,Night,Weekend
2025-01-05 03:00:00,22.16,41.77,49.64,Night,Weekend
2025-01-05 04:00:00,20.63,98.05,85.29,Night,Weekend
2025-01-05 05:00:00,32.73,73.23,42.67,Night,Weekend
2025-01-05 06:00:00,26.29,98.7,55.42,Morning,Weekend
2025-01-05 07:00:00,30.17,53.64,54.41,Morning,Weekend
2025-01-05 08:00:00,38.15,79.21,71.32,Morning,Weekend
2025-01-05 09:00:00,24.99,45.58,46.56,Morning,Weekend
2025-01-05 10:00:00,28.21,48.28,84.12,Morning,Weekend
2025-01-05 11:00:00,35.11,65.83,81.43,Morning,Weekend
2025-01-05 12:00:00,24.58,52.37,72.6,Morning,Weekend
2025-01-05 13:00:00,21.54,41.73,62.92,Morning,Weekend
2025-01-05 14:00:00,25.8,48.4,86.65,Evening,Weekend
2025-01-05 15:00:00,23.22,32.5,81.54,Evening,Weekend
2025-01-05 16:00:00,38.59,79.31,64.97,Evening,Weekend
2025-01-05 17:00:00,36.16,64.45,75.09,Evening,Weekend
2025-01-05 18:00:00,32.67,36.6,68.35,Evening,Weekend
2025-01-05 19:00:00,37.43,42.02,69.4,Evening,Weekend
2025-01-05 20:00:00,36.07,37.18,56.55,Evening,Weekend
2025-01-05 21:00:00,23.73,72.88,63.1,Evening,Weekend
2025-01-05 22:00:00,37.85,36.59,43.91,Night,Weekend
2025-01-05 23:00:00,30.79,82.8,57.87,Night,Weekend
2025-01-06 00:00:00,36.15,31.44,74.79,Night,Weekday
2025-01-06 01:00:00,37.92,47.46,87.66,Night,Weekday
2025-01-06 02:00:00,26.36,92.35,88.15,Night,Weekday
2025-01-06 03:00:00,22.2,80.3,67.79,Night,Weekday
2025-01-06 04:00:00,24.56,35.11,70.33,Night,Weekday
2025-01-06 05:00:00,28.54,87.48,49.29,Night,Weekday
2025-01-06 06:00:00,36.36,64.51,74.77,Morning,Weekday
2025-01-06 07:00:00,37.21,89.27,43.53,Morning,Weekday
2025-01-06 08:00:00,20.14,72.05,54.23,Morning,Weekday
2025-01-06 09:00:00,30.21,77.73,73.42,Morning,Weekday
2025-01-06 10:00:00,28.35,99.55,55.52,Morning,Weekday
2025-01-06 11:00:00,24.44,46.26,42.49,Morning,Weekday
2025-01-06 12:00:00,22.4,73.68,81.59,Morning,Weekday
2025-01-06 13:00:00,26.75,62.22,55.52,Morning,Weekday
2025-01-06 14:00:00,38.86,32.76,43.16,Evening,Weekday
2025-01-06 15:00:00,26.46,31.01,43.74,Evening,Weekday
2025-01-06 16:00:00,30.38,38.35,52.59,Evening,Weekday
2025-01-06 17:00:00,34.06,75.44,48.9,Evening,Weekday
2025-01-06 18:00:00,27.27,69.7,78.72,Evening,Weekday
2025-01-06 19:00:00,39.44,68.74,56.08,Evening,Weekday
2025-01-06 20:00:00,39.25,32.23,80.23,Evening,Weekday
2025-01-06 21:00:00,25.04,62.85,48.69,Evening,Weekday
2025-01-06 22:00:00,29.94,94.72,64.64,Night,Weekday
2025-01-06 23:00:00,26.02,57.83,74.4,Night,Weekday
2025-01-07 00:00:00,25.7,73.74,72.6,Night,Weekday
2025-01-07 01:00:00,20.74,84.59,70.06,Night,Weekday
2025-01-07 02:00:00,32.19,84.87,86.24,Night,Weekday
2025-01-07 03:00:00,30.05,66.35,51.43,Night,Weekday
2025-01-07 04:00:00,21.03,90.06,64.69,Night,Weekday
2025-01-07 05:00:00,25.57,57.4,84.2,Night,Weekday
2025-01-07 06:00:00,38.17,92.21,43.89,Morning,Weekday
2025-01-07 07:00:00,24.79,46.82,42.79,Morning,Weekday
2025-01-07 08:00:00,22.9,49.62,51.67,Morning,Weekday
2025-01-07 09:00:00,29.79,33.72,71.65,Morning,Weekday
2025-01-07 10:00:00,39.71,85.69,52.99,Morning,Weekday
2025-01-07 11:00:00,24.84,59.19,49.51,Morning,Weekday
2025-01-07 12:00:00,33.44,46.04,62.94,Morning,Weekday
2025-01-07 13:00:00,35.23,46.23,70.68,Morning,Weekday
2025-01-07 14:00:00,24.75,93.1,52.43,Evening,Weekday
2025-01-07 15:00:00,34.56,88.37,55.03,Evening,Weekday
2025-01-07 16:00:00,27.36,68.75,70.68,Evening,Weekday
2025-01-07 17:00:00,32.65,73.13,87.29,Evening,Weekday
2025-01-07 18:00:00,32.67,63.2,73.74,Evening,Weekday
2025-01-07 19:00:00,30.72,57.42,79.15,Evening,Weekday
2025-01-07 20:00:00,21.81,94.08,58.34,Evening,Weekday
2025-01-07 21:00:00,36.71,38.79,53.61,Evening,Weekday
2025-01-07 22:00:00,26.42,59.29,62.71,Night,Weekday
2025-01-07 23:00:00,23.73,54.12,80.36,Night,Weekday
2025-01-08 00:00:00,20.82,64.87,62.81,Night,Weekday
2025-01-08 01:00:00,31.82,62.03,82.34,Night,Weekday
2025-01-08 02:00:00,33.55,66.32,89.44,Night,Weekday
2025-01-08 03:00:00,20.33,39.79,43.6,Night,Weekday
2025-01-08 04:00:00,30.24,65.92,42.27,Night,Weekday
2025-01-08 05:00:00,24.53,46.97,47.48,Night,Weekday
2025-01-08 06:00:00,32.9,42.9,59.22,Morning,Weekday
2025-01-08 07:00:00,23.49,34.54,46.55,Morning,Weekday
2025-01-08 08:00:00,33.82,83.39,83.53,Morning,Weekday
2025-01-08 09:00:00,27.73,59.92,41.16,Morning,Weekday
2025-01-08 10:00:00,38.73,73.87,55.79,Morning,Weekday
2025-01-08 11:00:00,22.75,80.93,49.23,Morning,Weekday
2025-01-08 12:00:00,26.82,77.55,86.58,Morning,Weekday
2025-01-08 13:00:00,22.27,62.94,73.47,Morning,Weekday
2025-01-08 14:00:00,38.49,57.15,85.6,Evening,Weekday
2025-01-08 15:00:00,37.55,56.32,88.62,Evening,Weekday
2025-01-08 16:00:00,25.16,74.8,64.85,Evening,Weekday
2025-01-08 17:00:00,33.2,64.64,51.72,Evening,Weekday
2025-01-08 18:00:00,36.34,89.44,49.69,Evening,Weekday
2025-01-08 19:00:00,31.1,91.23,51.15,Evening,Weekday
2025-01-08 20:00:00,30.59,41.94,75.43,Evening,Weekday
2025-01-08 21:00:00,24.84,39.54,42.02,Evening,Weekday
2025-01-08 22:00:00,21.86,74.13,42.57,Night,Weekday
2025-01-08 23:00:00,37.94,51.09,70.41,Night,Weekday
2025-01-09 00:00:00,38.01,31.3,72.1,Night,Weekday
2025-01-09 01:00:00,32.66,92.2,73.26,Night,Weekday
2025-01-09 02:00:00,26.78,45.88,58.59,Night,Weekday
2025-01-09 03:00:00,26.98,95.05,80.3,Night,Weekday
2025-01-09 04:00:00,34.52,80.22,66.68,Night,Weekday
2025-01-09 05:00:00,37.94,83.39,45.27,Night,Weekday
2025-01-09 06:00:00,37.74,44.1,79.85,Morning,Weekday
2025-01-09 07:00:00,35.6,46.39,87.65,Morning,Weekday
2025-01-09 08:00:00,32.84,66.49,43.0,Morning,Weekday
2025-01-09 09:00:00,21.68,42.05,59.57,Morning,Weekday
2025-01-09 10:00:00,23.23,51.38,64.38,Morning,Weekday
2025-01-09 11:00:00,37.97,52.5,47.32,Morning,Weekday
2025-01-09 12:00:00,32.13,41.17,83.39,Morning,Weekday
2025-01-09 13:00:00,20.18,44.36,54.21,Morning,Weekday
2025-01-09 14:00:00,22.03,85.2,79.15,Evening,Weekday
2025-01-09 15:00:00,33.27,41.7,73.55,Evening,Weekday
2025-01-09 16:00:00,20.1,31.99,69.9,Evening,Weekday
2025-01-09 17:00:00,23.22,74.05,49.61,Evening,Weekday
2025-01-09 18:00:00,30.97,98.32,51.04,Evening,Weekday
2025-01-09 19:00:00,33.84,53.18,42.37,Evening,Weekday
2025-01-09 20:00:00,33.04,38.31,52.04,Evening,Weekday
2025-01-09 21:00:00,24.49,69.93,57.27,Evening,Weekday
2025-01-09 22:00:00,34.24,93.44,81.66,Night,Weekday
2025-01-09 23:00:00,24.74,84.88,58.32,Night,Weekday
2025-01-10 00:00:00,26.51,73.58,77.73,Night,Weekday
2025-01-10 01:00:00,34.93,52.05,61.97,Night,Weekday
2025-01-10 02:00:00,32.99,67.93,79.24,Night,Weekday
2025-01-10 03:00:00,36.98,36.39,88.81,Night,Weekday
2025-01-10 04:00:00,33.15,77.53,51.99,Night,Weekday
2025-01-10 05:00:00,31.37,80.76,83.12,Night,Weekday
2025-01-10 06:00:00,21.87,97.55,71.09,Morning,Weekday
2025-01-10 07:00:00,27.35,48.23,80.86,Morning,Weekday
2025-01-10 08:00:00,25.3,31.29,72.58,Morning,Weekday
2025-01-10 09:00:00,24.88,68.19,61.2,Morning,Weekday
2025-01-10 10:00:00,39.46,79.48,51.4,Morning,Weekday
2025-01-10 11:00:00,27.86,85.33,43.5,Morning,Weekday
2025-01-10 12:00:00,37.84,43.56,66.78,Morning,Weekday
2025-01-10 13:00:00,32.62,48.32,89.52,Morning,Weekday
2025-01-10 14:00:00,35.9,65.88,76.9,Evening,Weekday
2025-01-10 15:00:00,30.05,53.14,56.37,Evening,Weekday
2025-01-10 16:00:00,31.54,90.24,81.36,Evening,Weekday
2025-01-10 17:00:00,29.85,63.16,78.45,Evening,Weekday
2025-01-10 18:00:00,23.9,85.97,54.08,Evening,Weekday
2025-01-10 19:00:00,34.45,70.64,40.72,Evening,Weekday
2025-01-10 20:00:00,25.62,84.12,45.91,Evening,Weekday
2025-01-10 21:00:00,20.49,53.29,83.87,Evening,Weekday
2025-01-10 22:00:00,32.91,88.2,81.83,Night,Weekday
2025-01-10 23:00:00,23.54,49.22,54.76,Night,Weekday
2025-01-11 00:00:00,38.81,68.23,54.26,Night,Weekend
2025-01-11 01:00:00,39.08,44.98,79.64,Night,Weekend
2025-01-11 02:00:00,38.3,63.29,86.89,Night,Weekend
2025-01-11 03:00:00,27.4,52.27,78.96,Night,Weekend
2025-01-11 04:00:00,20.31,48.67,70.28,Night,Weekend
2025-01-11 05:00:00,38.57,97.69,52.13,Night,Weekend
2025-01-11 06:00:00,28.56,41.21,66.29,Morning,Weekend
2025-01-11 07:00:00,39.33,85.11,51.68,Morning,Weekend
2025-01-11 08:00:00,39.27,98.89,80.4,Morning,Weekend
2025-01-11 09:00:00,37.06,31.39,59.35,Morning,Weekend
2025-01-11 10:00:00,25.89,78.93,81.68,Morning,Weekend
2025-01-11 11:00:00,27.7,47.7,59.08,Morning,Weekend
2025-01-11 12:00:00,37.02,32.83,81.21,Morning,Weekend
2025-01-11 13:00:00,26.34,58.2,56.67,Morning,Weekend
2025-01-11 14:00:00,23.39,95.47,62.01,Evening,Weekend
2025-01-11 15:00:00,31.14,30.82,70.77,Evening,Weekend
2025-01-11 16:00:00,38.72,71.15,43.51,Evening,Weekend
2025-01-11 17:00:00,33.92,65.1,87.41,Evening,Weekend
2025-01-11 18:00:00,31.4,91.14,68.68,Evening,Weekend
2025-01-11 19:00:00,21.94,35.88,65.39,Evening,Weekend
2025-01-11 20:00:00,32.3,77.71,81.97,Evening,Weekend
2025-01-11 21:00:00,39.8,77.61,83.29,Evening,Weekend
2025-01-11 22:00:00,22.8,76.84,66.11,Night,Weekend
2025-01-11 23:00:00,30.37,95.96,86.36,Night,Weekend
2025-01-12 00:00:00,37.55,87.62,43.24,Night,Weekend
2025-01-12 01:00:00,34.82,32.94,45.66,Night,Weekend
2025-01-12 02:00:00,33.94,62.98,69.84,Night,Weekend
2025-01-12 03:00:00,34.05,57.86,57.7,Night,Weekend
2025-01-12 04:00:00,27.19,51.71,63.21,Night,Weekend
2025-01-12 05:00:00,25.87,61.59,56.4,Night,Weekend
2025-01-12 06:00:00,36.19,56.89,60.24,Morning,Weekend
2025-01-12 07:00:00,36.2,60.26,81.13,Morning,Weekend
2025-01-12 08:00:00,37.34,98.55,69.67,Morning,Weekend
2025-01-12 09:00:00,38.26,36.2,89.87,Morning,Weekend
2025-01-12 10:00:00,30.23,94.56,79.34,Morning,Weekend
2025-01-12 11:00:00,30.03,63.62,53.68,Morning,Weekend
2025-01-12 12:00:00,35.97,73.66,53.22,Morning,Weekend
2025-01-12 13:00:00,33.0,88.11,56.79,Morning,Weekend
2025-01-12 14:00:00,34.04,55.23,82.16,Evening,Weekend
2025-01-12 15:00:00,35.92,60.13,41.36,Evening,Weekend
2025-01-12 16:00:00,37.8,58.67,51.51,Evening,Weekend
2025-01-12 17:00:00,26.76,56.23,85.25,Evening,Weekend
2025-01-12 18:00:00,27.51,94.79,71.99,Evening,Weekend
2025-01-12 19:00:00,21.88,88.03,51.34,Evening,Weekend
2025-01-12 20:00:00,31.57,37.63,50.96,Evening,Weekend
2025-01-12 21:00:00,20.72,37.57,83.13,Evening,Weekend
2025-01-12 22:00:00,29.31,59.95,84.69,Night,Weekend
2025-01-12 23:00:00,30.85,36.91,52.81,Night,Weekend
2025-01-13 00:00:00,25.73,73.34,61.03,Night,Weekday
2025-01-13 01:00:00,31.82,40.06,81.73,Night,Weekday
2025-01-13 02:00:00,20.61,66.57,78.55,Night,Weekday
2025-01-13 03:00:00,20.75,30.51,80.7,Night,Weekday
2025-01-13 04:00:00,36.45,52.16,65.92,Night,Weekday
2025-01-13 05:00:00,27.2,77.4,85.58,Night,Weekday
2025-01-13 06:00:00,22.54,63.88,56.3,Morning,Weekday
2025-01-13 07:00:00,30.44,98.48,47.83,Morning,Weekday
2025-01-13 08:00:00,35.4,91.19,75.44,Morning,Weekday
2025-01-13 09:00:00,24.32,55.13,66.97,Morning,Weekday
2025-01-13 10:00:00,32.46,33.18,82.73,Morning,Weekday
2025-01-13 11:00:00,21.71,89.19,44.06,Morning,Weekday
2025-01-13 12:00:00,21.03,93.79,82.18,Morning,Weekday
2025-01-13 13:00:00,30.63,87.44,54.66,Morning,Weekday
2025-01-13 14:00:00,30.81,38.96,72.74,Evening,Weekday
2025-01-13 15:00:00,32.75,99.85,42.01,Evening,Weekday
2025-01-13 16:00:00,34.52,48.1,70.48,Evening,Weekday
2025-01-13 17:00:00,39.52,80.69,75.86,Evening,Weekday
2025-01-13 18:00:00,30.33,93.56,58.44,Evening,Weekday
2025-01-13 19:00:00,26.46,46.5,50.77,Evening,Weekday
2025-01-13 20:00:00,35.9,93.58,66.88,Evening,Weekday
2025-01-13 21:00:00,25.42,51.66,81.66,Evening,Weekday
2025-01-13 22:00:00,28.78,98.35,56.18,Night,Weekday
2025-01-13 23:00:00,21.57,49.69,52.62,Night,Weekday
2025-01-14 00:00:00,20.51,96.74,53.95,Night,Weekday
2025-01-14 01:00:00,39.25,33.75,87.46,Night,Weekday
2025-01-14 02:00:00,36.72,79.65,57.96,Night,Weekday
2025-01-14 03:00:00,33.92,67.25,40.18,Night,Weekday
2025-01-14 04:00:00,28.18,63.45,79.08,Night,Weekday
2025-01-14 05:00:00,23.47,45.64,74.96,Night,Weekday
2025-01-14 06:00:00,23.13,79.39,46.43,Morning,Weekday
2025-01-14 07:00:00,25.0,43.36,89.25,Morning,Weekday
2025-01-14 08:00:00,30.98,68.7,70.4,Morning,Weekday
2025-01-14 09:00:00,34.29,47.73,65.04,Morning,Weekday
2025-01-14 10:00:00,33.2,96.89,59.11,Morning,Weekday
2025-01-14 11:00:00,25.6,32.0,84.93,Morning,Weekday
2025-01-14 12:00:00,39.1,43.98,52.2,Morning,Weekday
2025-01-14 13:00:00,34.76,46.96,54.29,Morning,Weekday
2025-01-14 14:00:00,31.09,58.98,46.12,Evening,Weekday
2025-01-14 15:00:00,32.23,46.29,77.96,Evening,Weekday
2025-01-14 16:00:00,28.39,64.39,69.78,Evening,Weekday
2025-01-14 17:00:00,24.95,91.07,70.45,Evening,Weekday
2025-01-14 18:00:00,27.12,79.84,50.92,Evening,Weekday
2025-01-14 19:00:00,35.16,70.6,72.56,Evening,Weekday
2025-01-14 20:00:00,20.29,36.23,78.27,Evening,Weekday
2025-01-14 21:00:00,22.32,78.58,57.89,Evening,Weekday
2025-01-14 22:00:00,20.92,41.65,80.07,Night,Weekday
2025-01-14 23:00:00,20.81,85.05,57.44,Night,Weekday
2025-01-15 00:00:00,37.11,47.5,77.91,Night,Weekday
2025-01-15 01:00:00,34.07,59.19,41.69,Night,Weekday
2025-01-15 02:00:00,29.48,54.53,67.56,Night,Weekday
2025-01-15 03:00:00,21.96,90.12,88.48,Night,Weekday
2025-01-15 04:00:00,29.83,38.86,89.06,Night,Weekday
2025-01-15 05:00:00,29.47,69.6,54.09,Night,Weekday
2025-01-15 06:00:00,23.46,39.94,62.07,Morning,Weekday
2025-01-15 07:00:00,28.68,79.34,43.15,Morning,Weekday
2025-01-15 08:00:00,27.97,93.36,83.67,Morning,Weekday
2025-01-15 09:00:00,32.32,60.42,68.43,Morning,Weekday
2025-01-15 10:00:00,32.7,64.17,59.26,Morning,Weekday
2025-01-15 11:00:00,20.91,94.92,45.64,Morning,Weekday
2025-01-15 12:00:00,27.49,66.47,87.34,Morning,Weekday
2025-01-15 13:00:00,32.52,64.13,66.51,Morning,Weekday
2025-01-15 14:00:00,30.06,70.48,54.15,Evening,Weekday
2025-01-15 15:00:00,37.13,78.25,57.51,Evening,Weekday
2025-01-15 16:00:00,33.17,37.48,53.53,Evening,Weekday
2025-01-15 17:00:00,23.26,87.48,70.09,Evening,Weekday
2025-01-15 18:00:00,21.41,60.49,86.5,Evening,Weekday
2025-01-15 19:00:00,32.85,35.06,82.83,Evening,Weekday
2025-01-15 20:00:00,20.53,85.03,63.02,Evening,Weekday
2025-01-15 21:00:00,31.72,56.39,81.32,Evening,Weekday
2025-01-15 22:00:00,38.8,37.03,61.16,Night,Weekday
2025-01-15 23:00:00,31.51,74.36,52.62,Night,Weekday
2025-01-16 00:00:00,27.76,91.61,89.17,Night,Weekday
2025-01-16 01:00:00,32.87,92.14,55.19,Night,Weekday
2025-01-16 02:00:00,29.17,97.04,56.19,Night,Weekday
2025-01-16 03:00:00,30.91,90.74,89.48,Night,Weekday
2025-01-16 04:00:00,38.83,30.15,46.7,Night,Weekday
2025-01-16 05:00:00,27.72,56.62,78.03,Night,Weekday
2025-01-16 06:00:00,39.22,87.3,86.79,Morning,Weekday
2025-01-16 07:00:00,38.11,55.64,65.59,Morning,Weekday
2025-01-16 08:00:00,23.92,72.11,40.13,Morning,Weekday
2025-01-16 09:00:00,21.39,72.44,58.75,Morning,Weekday
2025-01-16 10:00:00,22.02,55.55,45.58,Morning,Weekday
2025-01-16 11:00:00,20.36,93.31,60.81,Morning,Weekday
2025-01-16 12:00:00,21.89,65.23,79.5,Morning,Weekday
2025-01-16 13:00:00,33.66,62.53,61.94,Morning,Weekday
2025-01-16 14:00:00,21.42,99.83,61.6,Evening,Weekday
2025-01-16 15:00:00,26.38,64.55,67.84,Evening,Weekday
2025-01-16 16:00:00,36.9,42.49,69.08,Evening,Weekday
2025-01-16 17:00:00,20.47,65.91,82.81,Evening,Weekday
2025-01-16 18:00:00,36.29,86.98,55.42,Evening,Weekday
2025-01-16 19:00:00,25.64,84.38,81.08,Evening,Weekday
2025-01-16 20:00:00,22.36,85.2,68.3,Evening,Weekday
2025-01-16 21:00:00,33.93,79.56,55.03,Evening,Weekday
2025-01-16 22:00:00,32.58,47.8,54.76,Night,Weekday
2025-01-16 23:00:00,37.55,90.35,58.06,Night,Weekday
2025-01-17 00:00:00,34.7,92.54,71.13,Night,Weekday
2025-01-17 01:00:00,36.07,43.59,51.54,Night,Weekday
2025-01-17 02:00:00,25.64,39.13,86.02,Night,Weekday
2025-01-17 03:00:00,23.55,98.29,68.75,Night,Weekday
2025-01-17 04:00:00,35.01,90.78,86.0,Night,Weekday
2025-01-17 05:00:00,36.14,92.53,42.32,Night,Weekday
2025-01-17 06:00:00,39.81,92.05,57.13,Morning,Weekday
2025-01-17 07:00:00,28.25,67.92,41.14,Morning,Weekday
2025-01-17 08:00:00,27.44,75.25,53.61,Morning,Weekday
2025-01-17 09:00:00,35.53,68.18,83.1,Morning,Weekday
2025-01-17 10:00:00,26.82,33.58,41.83,Morning,Weekday
2025-01-17 11:00:00,38.62,82.19,61.81,Morning,Weekday
2025-01-17 12:00:00,37.17,65.37,45.88,Morning,Weekday
2025-01-17 13:00:00,28.58,75.34,60.84,Morning,Weekday
2025-01-17 14:00:00,35.02,65.18,81.94,Evening,Weekday
2025-01-17 15:00:00,35.09,64.43,71.15,Evening,Weekday
2025-01-17 16:00:00,22.06,42.03,76.84,Evening,Weekday
2025-01-17 17:00:00,38.05,49.51,57.46,Evening,Weekday
2025-01-17 18:00:00,30.11,41.12,87.22,Evening,Weekday
2025-01-17 19:00:00,36.53,43.7,75.46,Evening,Weekday
2025-01-17 20:00:00,26.4,98.11,61.09,Evening,Weekday
2025-01-17 21:00:00,37.91,40.72,61.32,Evening,Weekday
2025-01-17 22:00:00,27.78,48.85,85.93,Night,Weekday
2025-01-17 23:00:00,20.22,71.34,68.82,Night,Weekday
2025-01-18 00:00:00,38.11,72.71,75.32,Night,Weekend
2025-01-18 01:00:00,21.83,40.78,60.85,Night,Weekend
2025-01-18 02:00:00,26.39,85.56,51.18,Night,Weekend
2025-01-18 03:00:00,39.0,84.96,76.18,Night,Weekend
2025-01-18 04:00:00,39.01,46.61,70.39,Night,Weekend
